domain,model,item_id,K,K_gpt,K_gem,K_disagree,ic_1,ic_2,ic_3,ic_4,benefit_2_1,benefit_4_1
logic,claude_sonnet_4_6,moral_scenarios_test_479,0.35,0.3,0.4,0.10000000000000003,True,False,False,False,-1,-1.0
logic,gpt_4o,moral_scenarios_test_627,0.2,0.3,0.1,0.19999999999999998,False,False,True,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_627,0.2,0.3,0.1,0.19999999999999998,False,True,True,True,1,1.0
logic,gpt_4o,logical_fallacies_test_80,0.6,0.5,0.7,0.19999999999999996,False,False,False,,0,
logic,claude_sonnet_4_6,logical_fallacies_test_80,0.6,0.5,0.7,0.19999999999999996,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_143,0.2,0.3,0.1,0.19999999999999998,False,True,False,,1,
logic,claude_sonnet_4_6,moral_scenarios_test_143,0.2,0.3,0.1,0.19999999999999998,False,False,False,False,0,0.0
logic,gpt_4o,moral_scenarios_test_639,0.0,0.0,0.0,0.0,False,False,False,,0,
logic,claude_sonnet_4_6,moral_scenarios_test_639,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1317,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1317,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_909,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_909,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_2486,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_2486,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1046,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1046,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1510,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1510,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_922,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_922,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_186,0.1,0.2,0.0,0.2,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_186,0.1,0.2,0.0,0.2,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1325,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1325,0.15,0.3,0.0,0.3,False,True,True,False,1,0.0
long_context,gpt_4o,quality_train_1590,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1590,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1903,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1903,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1652,0.15,0.3,0.0,0.3,False,False,True,True,0,1.0
long_context,claude_sonnet_4_6,quality_train_1652,0.15,0.3,0.0,0.3,True,True,False,False,0,-1.0
long_context,gpt_4o,quality_train_712,0.2,0.4,0.0,0.4,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_712,0.2,0.4,0.0,0.4,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1862,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1862,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1965,0.2,0.3,0.1,0.19999999999999998,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1965,0.2,0.3,0.1,0.19999999999999998,False,True,True,False,1,0.0
long_context,gpt_4o,quality_train_1297,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1297,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1308,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1308,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1147,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1147,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1524,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1524,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_2312,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_2312,0.15,0.3,0.0,0.3,False,True,False,False,1,0.0
long_context,gpt_4o,quality_train_1502,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1502,0.0,0.0,0.0,0.0,False,True,False,False,1,0.0
long_context,gpt_4o,quality_train_1441,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1441,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1427,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1427,0.15,0.3,0.0,0.3,False,False,True,False,0,0.0
long_context,gpt_4o,quality_train_46,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_46,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_402,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_402,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_2176,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_2176,0.15,0.3,0.0,0.3,True,False,False,False,-1,-1.0
long_context,gpt_4o,quality_train_1177,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1177,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_2300,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_2300,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_964,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_964,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_812,0.15,0.3,0.0,0.3,False,True,False,False,1,0.0
long_context,claude_sonnet_4_6,quality_train_812,0.15,0.3,0.0,0.3,False,True,False,False,1,0.0
long_context,gpt_4o,quality_train_1401,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1401,0.15,0.3,0.0,0.3,False,True,False,False,1,0.0
long_context,gpt_4o,quality_train_1974,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1974,0.15,0.3,0.0,0.3,True,True,False,False,0,-1.0
long_context,gpt_4o,quality_train_1209,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1209,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1659,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1659,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1878,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1878,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1376,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1376,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1506,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1506,0.15,0.3,0.0,0.3,False,True,False,False,1,0.0
long_context,gpt_4o,quality_train_1646,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1646,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_2022,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_2022,0.15,0.3,0.0,0.3,True,True,False,False,0,-1.0
long_context,gpt_4o,quality_train_1972,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1972,0.15,0.3,0.0,0.3,False,True,True,False,1,0.0
long_context,gpt_4o,quality_train_542,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_542,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_2243,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_2243,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_916,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_916,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1060,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1060,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1610,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1610,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1064,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1064,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1436,0.1,0.2,0.0,0.2,False,False,False,True,0,1.0
long_context,claude_sonnet_4_6,quality_train_1436,0.1,0.2,0.0,0.2,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_634,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_634,0.0,0.0,0.0,0.0,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1083,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1083,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_1108,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_1108,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,gpt_4o,quality_train_617,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
long_context,claude_sonnet_4_6,quality_train_617,0.15,0.3,0.0,0.3,False,False,False,False,0,0.0
