domain,item_id,axis,gpt,gemini
logic,moral_scenarios_test_872,V,0.7,0.8
logic,moral_scenarios_test_872,K,0.3,0.0
logic,moral_scenarios_test_872,S,0.5,0.0
logic,moral_scenarios_test_143,D,0.2,0.9
logic,moral_scenarios_test_143,V,0.7,0.8
logic,moral_scenarios_test_143,K,0.3,0.1
logic,moral_scenarios_test_143,S,0.5,0.1
logic,philosophy_test_103,D,0.2,0.0
logic,philosophy_test_103,V,0.7,0.7
logic,philosophy_test_103,K,0.5,0.7
logic,philosophy_test_103,S,0.2,0.0
logic,moral_scenarios_test_37,D,0.2,0.9
logic,moral_scenarios_test_37,V,0.7,0.6
logic,moral_scenarios_test_37,K,0.4,0.0
logic,moral_scenarios_test_37,S,0.5,0.1
logic,moral_scenarios_test_270,D,0.0,1.0
logic,moral_scenarios_test_270,V,0.6,0.7
logic,moral_scenarios_test_270,K,0.0,0.0
logic,moral_scenarios_test_270,S,0.0,0.0
logic,moral_scenarios_test_479,D,0.2,1.0
logic,moral_scenarios_test_479,V,0.7,0.7
logic,moral_scenarios_test_479,K,0.3,0.4
logic,moral_scenarios_test_479,S,0.4,0.1
logic,moral_scenarios_test_694,D,0.2,0.9
logic,moral_scenarios_test_694,V,0.7,0.8
logic,moral_scenarios_test_694,K,0.3,0.2
logic,moral_scenarios_test_694,S,0.4,0.1
logic,moral_scenarios_test_639,D,0.0,1.0
logic,moral_scenarios_test_639,V,0.6,0.8
logic,moral_scenarios_test_639,K,0.0,0.0
logic,moral_scenarios_test_639,S,0.0,0.0
logic,moral_scenarios_test_424,D,0.0,1.0
logic,moral_scenarios_test_424,V,0.7,0.7
logic,moral_scenarios_test_424,K,0.0,0.1
logic,moral_scenarios_test_424,S,0.0,0.0
logic,logical_fallacies_test_1,D,0.2,0.1
logic,logical_fallacies_test_1,V,0.7,0.8
logic,logical_fallacies_test_1,K,0.5,0.5
logic,logical_fallacies_test_1,S,0.2,0.0
logic,moral_scenarios_test_842,D,0.2,0.9
logic,moral_scenarios_test_842,V,0.7,0.7
logic,moral_scenarios_test_842,K,0.3,0.0
logic,moral_scenarios_test_842,S,0.4,0.1
logic,logical_fallacies_test_31,D,0.1,0.1
logic,logical_fallacies_test_31,V,0.7,0.9
logic,logical_fallacies_test_31,K,0.5,0.5
logic,logical_fallacies_test_31,S,0.1,0.0
logic,moral_scenarios_test_795,D,0.0,1.0
logic,moral_scenarios_test_795,V,0.6,0.8
logic,moral_scenarios_test_795,K,0.0,0.0
logic,moral_scenarios_test_795,S,0.0,0.0
logic,moral_scenarios_test_763,D,0.0,0.9
logic,moral_scenarios_test_763,V,0.6,0.7
logic,moral_scenarios_test_763,K,0.0,0.0
logic,moral_scenarios_test_763,S,0.0,0.0
logic,philosophy_test_53,D,0.2,0.1
logic,philosophy_test_53,V,0.7,0.7
logic,philosophy_test_53,K,0.5,0.8
logic,philosophy_test_53,S,0.2,0.1
logic,moral_scenarios_test_385,D,0.0,0.9
logic,moral_scenarios_test_385,V,0.6,0.8
logic,moral_scenarios_test_385,K,0.0,0.0
logic,moral_scenarios_test_385,S,0.0,0.0
logic,moral_scenarios_test_285,D,0.2,0.9
logic,moral_scenarios_test_285,V,0.7,0.7
logic,moral_scenarios_test_285,K,0.3,0.0
logic,moral_scenarios_test_285,S,0.4,0.0
logic,moral_scenarios_test_192,D,0.2,1.0
logic,moral_scenarios_test_192,V,0.7,0.8
logic,moral_scenarios_test_192,K,0.3,0.1
logic,moral_scenarios_test_192,S,0.4,0.0
logic,moral_scenarios_test_816,D,0.2,0.8
logic,moral_scenarios_test_816,V,0.7,0.7
logic,moral_scenarios_test_816,K,0.3,0.0
logic,moral_scenarios_test_816,S,0.5,0.0
logic,moral_scenarios_validation_70,D,0.2,1.0
logic,moral_scenarios_validation_70,V,0.7,0.8
logic,moral_scenarios_validation_70,K,0.3,0.0
logic,moral_scenarios_validation_70,S,0.4,0.0
logic,moral_scenarios_validation_31,D,0.2,1.0
logic,moral_scenarios_validation_31,V,0.7,0.7
logic,moral_scenarios_validation_31,K,0.3,0.0
logic,moral_scenarios_validation_31,S,0.5,0.0
logic,logical_fallacies_validation_17,D,0.0,0.1
logic,logical_fallacies_validation_17,V,0.7,0.7
logic,logical_fallacies_validation_17,K,0.5,0.7
logic,logical_fallacies_validation_17,S,0.0,0.0
logic,moral_scenarios_test_584,D,0.2,0.9
logic,moral_scenarios_test_584,V,0.7,0.8
logic,moral_scenarios_test_584,K,0.3,0.0
logic,moral_scenarios_test_584,S,0.4,0.0
logic,moral_scenarios_test_564,D,0.0,1.0
logic,moral_scenarios_test_564,V,0.6,0.7
logic,moral_scenarios_test_564,K,0.5,0.5
logic,moral_scenarios_test_564,S,0.5,0.0
logic,moral_scenarios_test_264,D,0.0,1.0
logic,moral_scenarios_test_264,V,0.6,0.8
logic,moral_scenarios_test_264,K,0.0,0.0
logic,moral_scenarios_test_264,S,0.0,0.0
logic,philosophy_test_23,D,0.2,0.1
logic,philosophy_test_23,V,0.7,0.7
logic,philosophy_test_23,K,0.5,0.5
logic,philosophy_test_23,S,0.4,0.3
logic,moral_scenarios_test_291,D,0.2,1.0
logic,moral_scenarios_test_291,V,0.7,0.8
logic,moral_scenarios_test_291,K,0.3,0.0
logic,moral_scenarios_test_291,S,0.5,0.0
logic,moral_scenarios_test_10,D,0.0,0.9
logic,moral_scenarios_test_10,V,0.6,0.8
logic,moral_scenarios_test_10,K,0.0,0.0
logic,moral_scenarios_test_10,S,0.0,0.0
logic,moral_scenarios_test_611,D,0.2,1.0
logic,moral_scenarios_test_611,V,0.7,0.7
logic,moral_scenarios_test_611,K,0.3,0.0
logic,moral_scenarios_test_611,S,0.4,0.0
logic,moral_scenarios_test_601,D,0.0,0.9
logic,moral_scenarios_test_601,V,0.7,0.8
logic,moral_scenarios_test_601,K,0.0,0.0
logic,moral_scenarios_test_601,S,0.0,0.0
logic,logical_fallacies_test_11,D,0.2,0.0
logic,logical_fallacies_test_11,V,0.7,0.7
logic,logical_fallacies_test_11,K,0.5,0.5
logic,logical_fallacies_test_11,S,0.3,0.3
logic,moral_scenarios_test_845,D,0.2,0.9
logic,moral_scenarios_test_845,V,0.7,0.8
logic,moral_scenarios_test_845,K,0.4,0.0
logic,moral_scenarios_test_845,S,0.5,0.0
logic,logical_fallacies_test_80,D,0.2,0.0
logic,logical_fallacies_test_80,V,0.7,0.8
logic,logical_fallacies_test_80,K,0.5,0.7
logic,logical_fallacies_test_80,S,0.2,0.0
logic,moral_scenarios_test_212,D,0.2,1.0
logic,moral_scenarios_test_212,V,0.7,0.8
logic,moral_scenarios_test_212,K,0.3,0.0
logic,moral_scenarios_test_212,S,0.4,0.0
logic,moral_scenarios_test_821,D,0.0,0.9
logic,moral_scenarios_test_821,V,0.6,0.8
logic,moral_scenarios_test_821,K,0.0,0.0
logic,moral_scenarios_test_821,S,0.0,0.0
logic,moral_scenarios_test_402,D,0.2,1.0
logic,moral_scenarios_test_402,V,0.7,0.7
logic,moral_scenarios_test_402,K,0.3,0.0
logic,moral_scenarios_test_402,S,0.4,0.0
logic,logical_fallacies_test_4,D,0.2,0.1
logic,logical_fallacies_test_4,V,0.7,0.9
logic,logical_fallacies_test_4,K,0.5,0.6
logic,logical_fallacies_test_4,S,0.2,0.1
logic,moral_scenarios_test_77,D,0.2,1.0
logic,moral_scenarios_test_77,V,0.7,0.7
logic,moral_scenarios_test_77,K,0.3,0.0
logic,moral_scenarios_test_77,S,0.5,0.0
logic,moral_scenarios_test_820,D,0.2,0.9
logic,moral_scenarios_test_820,V,0.7,0.8
logic,moral_scenarios_test_820,K,0.3,0.0
logic,moral_scenarios_test_820,S,0.4,0.1
logic,moral_scenarios_test_647,D,0.0,0.9
logic,moral_scenarios_test_647,V,0.6,0.7
logic,moral_scenarios_test_647,K,0.0,0.0
logic,moral_scenarios_test_647,S,0.0,0.0
logic,moral_scenarios_test_493,D,0.0,0.9
logic,moral_scenarios_test_493,V,0.7,0.8
logic,moral_scenarios_test_493,K,0.0,0.1
logic,moral_scenarios_test_493,S,0.0,0.1
logic,moral_scenarios_test_627,D,0.2,1.0
logic,moral_scenarios_test_627,V,0.7,0.7
logic,moral_scenarios_test_627,K,0.3,0.1
logic,moral_scenarios_test_627,S,0.5,0.0
logic,philosophy_test_137,D,0.2,0.0
logic,philosophy_test_137,V,0.7,0.7
logic,philosophy_test_137,K,0.8,0.7
logic,philosophy_test_137,S,0.1,0.0
logic,moral_scenarios_test_741,D,0.2,0.9
logic,moral_scenarios_test_741,V,0.7,0.7
logic,moral_scenarios_test_741,K,0.3,0.0
logic,moral_scenarios_test_741,S,0.4,0.0
logic,logical_fallacies_test_88,D,0.2,0.1
logic,logical_fallacies_test_88,V,0.7,0.8
logic,logical_fallacies_test_88,K,0.5,0.7
logic,logical_fallacies_test_88,S,0.3,0.1
logic,moral_scenarios_test_252,D,0.0,1.0
logic,moral_scenarios_test_252,V,0.6,0.7
logic,moral_scenarios_test_252,K,0.0,0.0
logic,moral_scenarios_test_252,S,0.0,0.0
logic,logical_fallacies_test_30,D,0.2,0.1
logic,logical_fallacies_test_30,V,0.7,0.8
logic,logical_fallacies_test_30,K,0.5,0.7
logic,logical_fallacies_test_30,S,0.2,0.1
logic,moral_scenarios_test_327,D,0.2,0.9
logic,moral_scenarios_test_327,V,0.7,0.8
logic,moral_scenarios_test_327,K,0.3,0.0
logic,moral_scenarios_test_327,S,0.4,0.0
logic,moral_scenarios_test_40,D,0.2,0.9
logic,moral_scenarios_test_40,V,0.7,0.8
logic,moral_scenarios_test_40,K,0.3,0.1
logic,moral_scenarios_test_40,S,0.4,0.0
logic,moral_scenarios_validation_38,D,0.2,0.9
logic,moral_scenarios_validation_38,V,0.7,0.8
logic,moral_scenarios_validation_38,K,0.3,0.0
logic,moral_scenarios_validation_38,S,0.4,0.0
long_context,quality_train_1376,D,0.7,0.4
long_context,quality_train_1376,V,0.7,0.8
long_context,quality_train_1376,K,0.3,0.0
long_context,quality_train_1376,S,0.2,0.0
long_context,quality_train_1862,D,0.2,0.3
long_context,quality_train_1862,V,0.7,0.8
long_context,quality_train_1862,K,0.0,0.0
long_context,quality_train_1862,S,0.1,0.1
long_context,quality_train_1652,D,0.2,0.1
long_context,quality_train_1652,V,0.7,0.7
long_context,quality_train_1652,K,0.3,0.0
long_context,quality_train_1652,S,0.1,0.4
long_context,quality_train_46,D,0.2,0.3
long_context,quality_train_46,V,0.7,0.7
long_context,quality_train_46,K,0.3,0.0
long_context,quality_train_46,S,0.2,0.2
long_context,quality_train_1441,D,0.7,0.3
long_context,quality_train_1441,V,0.7,0.8
long_context,quality_train_1441,K,0.3,0.0
long_context,quality_train_1441,S,0.2,0.0
long_context,quality_train_1297,D,0.2,0.3
long_context,quality_train_1297,V,0.7,0.9
long_context,quality_train_1297,K,0.3,0.0
long_context,quality_train_1297,S,0.2,0.2
long_context,quality_train_2312,D,0.2,0.2
long_context,quality_train_2312,V,0.7,0.7
long_context,quality_train_2312,K,0.3,0.0
long_context,quality_train_2312,S,0.4,0.1
long_context,quality_train_1046,D,0.2,0.3
long_context,quality_train_1046,V,0.7,0.8
long_context,quality_train_1046,K,0.3,0.0
long_context,quality_train_1046,S,0.4,0.1
long_context,quality_train_2022,D,0.2,0.3
long_context,quality_train_2022,V,0.7,0.8
long_context,quality_train_2022,K,0.3,0.0
long_context,quality_train_2022,S,0.4,0.4
long_context,quality_train_1646,D,0.7,0.3
long_context,quality_train_1646,V,0.7,0.8
long_context,quality_train_1646,K,0.3,0.0
long_context,quality_train_1646,S,0.2,0.1
long_context,quality_train_1209,D,0.2,0.6
long_context,quality_train_1209,V,0.7,0.9
long_context,quality_train_1209,K,0.3,0.0
long_context,quality_train_1209,S,0.1,0.1
long_context,quality_train_1308,D,0.2,0.1
long_context,quality_train_1308,V,0.7,0.7
long_context,quality_train_1308,K,0.3,0.0
long_context,quality_train_1308,S,0.4,0.4
long_context,quality_train_1401,D,0.2,0.4
long_context,quality_train_1401,V,0.7,0.7
long_context,quality_train_1401,K,0.3,0.0
long_context,quality_train_1401,S,0.1,0.0
long_context,quality_train_2300,D,0.2,0.3
long_context,quality_train_2300,V,0.7,0.8
long_context,quality_train_2300,K,0.3,0.0
long_context,quality_train_2300,S,0.1,0.1
long_context,quality_train_909,D,0.2,0.5
long_context,quality_train_909,V,0.7,0.9
long_context,quality_train_909,K,0.3,0.0
long_context,quality_train_909,S,0.1,0.0
long_context,quality_train_542,D,0.2,0.3
long_context,quality_train_542,V,0.7,0.9
long_context,quality_train_542,K,0.3,0.0
long_context,quality_train_542,S,0.1,0.0
long_context,quality_train_2486,D,0.2,0.2
long_context,quality_train_2486,V,0.7,0.7
long_context,quality_train_2486,K,0.3,0.0
long_context,quality_train_2486,S,0.1,0.1
long_context,quality_train_1510,D,0.2,0.6
long_context,quality_train_1510,V,0.7,0.7
long_context,quality_train_1510,K,0.0,0.0
long_context,quality_train_1510,S,0.1,0.5
long_context,quality_train_1506,D,0.7,0.3
long_context,quality_train_1506,V,0.7,0.8
long_context,quality_train_1506,K,0.3,0.0
long_context,quality_train_1506,S,0.2,0.1
long_context,quality_train_1317,D,0.2,0.3
long_context,quality_train_1317,V,0.7,0.7
long_context,quality_train_1317,K,0.3,0.0
long_context,quality_train_1317,S,0.2,0.4
long_context,quality_train_812,D,0.7,0.3
long_context,quality_train_812,V,0.7,0.9
long_context,quality_train_812,K,0.3,0.0
long_context,quality_train_812,S,0.2,0.5
long_context,quality_train_1064,D,0.2,0.3
long_context,quality_train_1064,V,0.7,0.9
long_context,quality_train_1064,K,0.3,0.0
long_context,quality_train_1064,S,0.1,0.2
long_context,quality_train_1524,D,0.2,0.3
long_context,quality_train_1524,V,0.7,0.9
long_context,quality_train_1524,K,0.3,0.0
long_context,quality_train_1524,S,0.2,0.1
long_context,quality_train_712,D,0.2,0.2
long_context,quality_train_712,V,0.7,0.8
long_context,quality_train_712,K,0.4,0.0
long_context,quality_train_712,S,0.2,0.0
long_context,quality_train_922,D,0.5,0.3
long_context,quality_train_922,V,0.7,0.9
long_context,quality_train_922,K,0.3,0.0
long_context,quality_train_922,S,0.2,0.1
long_context,quality_train_1903,D,0.2,0.3
long_context,quality_train_1903,V,0.7,0.9
long_context,quality_train_1903,K,0.3,0.0
long_context,quality_train_1903,S,0.4,0.5
long_context,quality_train_617,D,0.2,0.3
long_context,quality_train_617,V,0.7,0.8
long_context,quality_train_617,K,0.3,0.0
long_context,quality_train_617,S,0.2,0.1
long_context,quality_train_1965,D,0.2,0.2
long_context,quality_train_1965,V,0.7,0.7
long_context,quality_train_1965,K,0.3,0.1
long_context,quality_train_1965,S,0.4,0.1
long_context,quality_train_1878,D,0.2,0.3
long_context,quality_train_1878,V,0.7,0.9
long_context,quality_train_1878,K,0.3,0.0
long_context,quality_train_1878,S,0.1,0.1
long_context,quality_train_916,D,0.7,0.3
long_context,quality_train_916,V,0.7,0.7
long_context,quality_train_916,K,0.3,0.0
long_context,quality_train_916,S,0.2,0.0
long_context,quality_train_1610,D,0.2,0.3
long_context,quality_train_1610,V,0.7,0.7
long_context,quality_train_1610,K,0.3,0.0
long_context,quality_train_1610,S,0.2,0.3
long_context,quality_train_1974,D,0.2,0.3
long_context,quality_train_1974,V,0.7,0.8
long_context,quality_train_1974,K,0.3,0.0
long_context,quality_train_1974,S,0.1,0.0
long_context,quality_train_186,D,0.4,0.3
long_context,quality_train_186,V,0.7,0.7
long_context,quality_train_186,K,0.2,0.0
long_context,quality_train_186,S,0.2,0.0
long_context,quality_train_1108,D,0.2,0.2
long_context,quality_train_1108,V,0.7,0.9
long_context,quality_train_1108,K,0.3,0.0
long_context,quality_train_1108,S,0.2,0.1
long_context,quality_train_1325,D,0.2,0.3
long_context,quality_train_1325,V,0.7,0.8
long_context,quality_train_1325,K,0.3,0.0
long_context,quality_train_1325,S,0.1,0.3
long_context,quality_train_1659,D,0.2,0.3
long_context,quality_train_1659,V,0.7,0.8
long_context,quality_train_1659,K,0.3,0.0
long_context,quality_train_1659,S,0.4,0.5
long_context,quality_train_1436,D,0.7,0.3
long_context,quality_train_1436,V,0.7,0.8
long_context,quality_train_1436,K,0.2,0.0
long_context,quality_train_1436,S,0.3,0.1
long_context,quality_train_1972,D,0.2,0.3
long_context,quality_train_1972,V,0.7,0.8
long_context,quality_train_1972,K,0.3,0.0
long_context,quality_train_1972,S,0.1,0.2
long_context,quality_train_402,D,0.2,0.5
long_context,quality_train_402,V,0.7,0.8
long_context,quality_train_402,K,0.3,0.0
long_context,quality_train_402,S,0.1,0.0
long_context,quality_train_634,D,0.7,0.3
long_context,quality_train_634,V,0.7,0.9
long_context,quality_train_634,K,0.0,0.0
long_context,quality_train_634,S,0.2,0.0
long_context,quality_train_1590,D,0.2,0.3
long_context,quality_train_1590,V,0.7,0.8
long_context,quality_train_1590,K,0.3,0.0
long_context,quality_train_1590,S,0.2,0.3
long_context,quality_train_2176,D,0.2,0.4
long_context,quality_train_2176,V,0.7,0.9
long_context,quality_train_2176,K,0.3,0.0
long_context,quality_train_2176,S,0.1,0.3
long_context,quality_train_2243,D,0.2,0.3
long_context,quality_train_2243,V,0.7,0.9
long_context,quality_train_2243,K,0.3,0.0
long_context,quality_train_2243,S,0.1,0.0
long_context,quality_train_1060,D,0.2,0.3
long_context,quality_train_1060,V,0.7,0.9
long_context,quality_train_1060,K,0.3,0.0
long_context,quality_train_1060,S,0.1,0.1
long_context,quality_train_1147,D,0.2,0.4
long_context,quality_train_1147,V,0.7,0.9
long_context,quality_train_1147,K,0.3,0.0
long_context,quality_train_1147,S,0.1,0.1
long_context,quality_train_1083,D,0.2,0.2
long_context,quality_train_1083,V,0.7,0.9
long_context,quality_train_1083,K,0.3,0.0
long_context,quality_train_1083,S,0.1,0.1
long_context,quality_train_1502,D,0.5,0.3
long_context,quality_train_1502,V,0.7,0.8
long_context,quality_train_1502,K,0.0,0.0
long_context,quality_train_1502,S,0.2,0.5
long_context,quality_train_1427,D,0.2,0.5
long_context,quality_train_1427,V,0.7,0.8
long_context,quality_train_1427,K,0.3,0.0
long_context,quality_train_1427,S,0.1,0.1
long_context,quality_train_964,D,0.2,0.3
long_context,quality_train_964,V,0.7,0.8
long_context,quality_train_964,K,0.3,0.0
long_context,quality_train_964,S,0.1,0.1
long_context,quality_train_1177,D,0.2,0.4
long_context,quality_train_1177,V,0.7,0.9
long_context,quality_train_1177,K,0.3,0.0
long_context,quality_train_1177,S,0.2,0.0
