domain,model,agent_count,question_id,is_correct
medical,gpt_4o,4,medqa_668,False
medical,gpt_4o,4,medqa_2863,True
medical,gpt_4o,4,medqa_2379,False
medical,gpt_4o,4,medqa_3918,True
medical,gpt_4o,4,medqa_3149,False
medical,gpt_4o,4,medqa_981,False
medical,gpt_4o,4,medqa_3279,False
medical,gpt_4o,4,medqa_483,False
medical,gpt_4o,4,medqa_1505,False
medical,gpt_4o,4,medqa_1917,False
medical,gpt_4o,4,medqa_497,False
medical,gpt_4o,4,medqa_2021,True
medical,gpt_4o,4,medqa_3474,False
medical,gpt_4o,4,medqa_770,False
medical,gpt_4o,4,medqa_810,False
medical,gpt_4o,4,medqa_3307,False
medical,gpt_4o,4,medqa_3418,True
medical,gpt_4o,4,medqa_661,True
medical,gpt_4o,4,medqa_3551,False
medical,gpt_4o,4,medqa_3122,True
medical,gpt_4o,4,medqa_1114,False
medical,gpt_4o,4,medqa_3614,False
medical,gpt_4o,4,medqa_114,False
medical,gpt_4o,4,medqa_4587,True
medical,gpt_4o,4,medqa_2752,False
medical,gpt_4o,4,medqa_4192,True
medical,gpt_4o,4,medqa_2678,True
medical,gpt_4o,4,medqa_3814,False
medical,gpt_4o,4,medqa_676,False
medical,gpt_4o,4,medqa_1510,True
medical,gpt_4o,4,medqa_2015,True
medical,gpt_4o,4,medqa_90,False
medical,gpt_4o,4,medqa_2483,True
medical,gpt_4o,4,medqa_559,False
medical,gpt_4o,4,medqa_664,False
medical,gpt_4o,4,medqa_4833,False
medical,gpt_4o,4,medqa_1112,False
medical,gpt_4o,4,medqa_371,False
medical,gpt_4o,4,medqa_2293,False
medical,gpt_4o,4,medqa_1834,False
medical,gpt_4o,4,medqa_623,False
medical,gpt_4o,4,medqa_2695,False
medical,gpt_4o,4,medqa_3001,True
medical,gpt_4o,4,medqa_2604,False
medical,gpt_4o,4,medqa_2995,False
medical,gpt_4o,4,medqa_509,False
medical,gpt_4o,4,medqa_1573,False
medical,gpt_4o,4,medqa_1530,True
medical,gpt_4o,4,medqa_68,False
medical,gpt_4o,4,medqa_903,False
medical,gpt_4o,4,medqa_1537,True
medical,gpt_4o,4,medqa_3870,False
medical,gpt_4o,4,medqa_4785,True
medical,gpt_4o,4,medqa_3711,False
medical,gpt_4o,4,medqa_4845,True
medical,gpt_4o,4,medqa_2643,False
medical,gpt_4o,4,medqa_4125,True
medical,gpt_4o,4,medqa_3222,False
medical,gpt_4o,4,medqa_4744,True
medical,gpt_4o,4,medqa_2441,True
medical,gpt_4o,4,medqa_1023,False
medical,gpt_4o,4,medqa_760,True
medical,gpt_4o,4,medqa_4325,False
medical,gpt_4o,4,medqa_3368,True
medical,gpt_4o,4,medqa_1795,False
medical,gpt_4o,4,medqa_545,False
medical,gpt_4o,4,medqa_1197,False
medical,gpt_4o,4,medqa_426,False
medical,gpt_4o,4,medqa_2145,False
medical,gpt_4o,4,medqa_4207,False
medical,gpt_4o,4,medqa_1768,False
medical,gpt_4o,4,medqa_2318,False
medical,gpt_4o,4,medqa_4423,False
medical,gpt_4o,4,medqa_4782,False
medical,gpt_4o,4,medqa_1276,True
medical,gpt_4o,4,medqa_1365,False
medical,gpt_4o,4,medqa_3361,False
medical,gpt_4o,4,medqa_106,False
medical,gpt_4o,4,medqa_1186,False
medical,gpt_4o,4,medqa_33,False
medical,gpt_4o,4,medqa_64,False
medical,gpt_4o,4,medqa_4824,False
medical,gpt_4o,4,medqa_3737,False
medical,gpt_4o,4,medqa_985,False
medical,gpt_4o,4,medqa_1101,False
medical,gpt_4o,4,medqa_4299,False
medical,gpt_4o,4,medqa_3759,False
medical,gpt_4o,4,medqa_18,True
medical,gpt_4o,4,medqa_639,True
medical,gpt_4o,4,medqa_3076,False
medical,gpt_4o,4,medqa_4211,False
medical,gpt_4o,4,medqa_4265,False
medical,gpt_4o,4,medqa_4682,False
medical,gpt_4o,4,medqa_4145,True
medical,gpt_4o,4,medqa_968,True
medical,gpt_4o,4,medqa_781,False
medical,gpt_4o,4,medqa_1363,True
medical,gpt_4o,4,medqa_2165,False
medical,gpt_4o,4,medqa_2086,True
medical,gpt_4o,4,medqa_2822,True
medical,gpt_4o,4,medqa_4157,True
medical,gpt_4o,4,medqa_25,False
medical,gpt_4o,4,medqa_406,False
medical,gpt_4o,4,medqa_761,False
medical,gpt_4o,4,medqa_418,True
medical,gpt_4o,4,medqa_3992,False
medical,gpt_4o,4,medqa_772,False
medical,gpt_4o,4,medqa_1155,False
medical,gpt_4o,4,medqa_342,False
medical,gpt_4o,4,medqa_2816,True
medical,gpt_4o,4,medqa_2236,False
medical,gpt_4o,4,medqa_2930,False
medical,gpt_4o,4,medqa_250,False
medical,gpt_4o,4,medqa_1604,False
medical,gpt_4o,4,medqa_1822,False
medical,gpt_4o,4,medqa_2616,False
medical,gpt_4o,4,medqa_1842,False
medical,gpt_4o,4,medqa_882,False
medical,gpt_4o,4,medqa_1830,True
medical,gpt_4o,4,medqa_3008,False
medical,gpt_4o,4,medqa_1199,False
medical,gpt_4o,4,medqa_1284,False
medical,gpt_4o,4,medqa_4954,False
medical,gpt_4o,4,medqa_2381,True
medical,gpt_4o,4,medqa_2014,False
medical,gpt_4o,4,medqa_1686,True
medical,gpt_4o,4,medqa_4494,False
medical,gpt_4o,4,medqa_4774,False
medical,gpt_4o,4,medqa_3346,False
medical,gpt_4o,4,medqa_1596,False
medical,gpt_4o,4,medqa_3398,False
medical,gpt_4o,4,medqa_1921,True
medical,gpt_4o,4,medqa_2940,False
medical,gpt_4o,4,medqa_3698,False
medical,gpt_4o,4,medqa_2133,True
medical,gpt_4o,4,medqa_3336,False
medical,gpt_4o,4,medqa_1495,False
medical,gpt_4o,4,medqa_934,False
medical,gpt_4o,4,medqa_1770,False
medical,gpt_4o,4,medqa_37,False
medical,gpt_4o,4,medqa_3813,False
medical,gpt_4o,4,medqa_3029,False
medical,gpt_4o,4,medqa_1193,True
medical,gpt_4o,4,medqa_421,False
medical,gpt_4o,4,medqa_3962,False
medical,gpt_4o,4,medqa_1763,False
medical,gpt_4o,4,medqa_4946,True
medical,gpt_4o,4,medqa_1409,False
medical,gpt_4o,4,medqa_736,False
medical,gpt_4o,4,medqa_1163,False
medical,gpt_4o,4,medqa_2380,False
medical,gpt_4o,4,medqa_4368,True
medical,gpt_4o,4,medqa_1261,True
medical,gpt_4o,4,medqa_391,False
medical,gpt_4o,4,medqa_496,True
medical,gpt_4o,4,medqa_1268,True
medical,gpt_4o,4,medqa_345,False
medical,gpt_4o,4,medqa_2549,False
medical,gpt_4o,4,medqa_3468,False
medical,gpt_4o,4,medqa_2322,True
medical,gpt_4o,4,medqa_4918,True
medical,gpt_4o,4,medqa_2539,False
medical,gpt_4o,4,medqa_1027,True
medical,gpt_4o,4,medqa_4191,True
medical,gpt_4o,4,medqa_1844,False
medical,gpt_4o,4,medqa_1781,False
medical,gpt_4o,4,medqa_4738,False
medical,gpt_4o,4,medqa_2173,True
medical,gpt_4o,4,medqa_2792,False
medical,gpt_4o,4,medqa_324,False
medical,gpt_4o,4,medqa_1631,True
medical,gpt_4o,4,medqa_1407,False
medical,gpt_4o,4,medqa_1228,False
medical,gpt_4o,4,medqa_3685,False
medical,gpt_4o,4,medqa_936,False
medical,gpt_4o,4,medqa_4326,False
medical,gpt_4o,4,medqa_3525,False
medical,gpt_4o,4,medqa_636,False
medical,gpt_4o,4,medqa_1815,False
medical,gpt_4o,4,medqa_4496,False
medical,gpt_4o,4,medqa_1461,True
medical,gpt_4o,4,medqa_714,True
medical,gpt_4o,4,medqa_2265,False
medical,gpt_4o,4,medqa_2499,False
medical,gpt_4o,4,medqa_3963,True
medical,gpt_4o,4,medqa_4762,False
medical,gpt_4o,4,medqa_4198,False
medical,gpt_4o,4,medqa_1478,False
medical,gpt_4o,4,medqa_117,True
medical,gpt_4o,4,medqa_4759,False
medical,gpt_4o,4,medqa_723,False
medical,gpt_4o,4,medqa_1297,False
medical,gpt_4o,4,medqa_2431,False
medical,gpt_4o,4,medqa_3733,False
medical,gpt_4o,4,medqa_4766,False
medical,gpt_4o,4,medqa_3020,False
medical,gpt_4o,4,medqa_593,False
medical,gpt_4o,4,medqa_3451,False
medical,gpt_4o,4,medqa_4283,False
medical,gpt_4o,4,medqa_4804,True
medical,gpt_4o,4,medqa_2613,False
medical,gpt_4o,4,medqa_94,False
medical,gpt_4o,4,medqa_4243,True
medical,gpt_4o,4,medqa_803,False
medical,gpt_4o,4,medqa_2313,False
medical,gpt_4o,4,medqa_3142,True
medical,gpt_4o,4,medqa_3401,True
medical,gpt_4o,4,medqa_3071,False
medical,gpt_4o,4,medqa_1487,True
medical,gpt_4o,4,medqa_4659,False
medical,gpt_4o,4,medqa_2159,False
medical,gpt_4o,4,medqa_2357,False
medical,gpt_4o,4,medqa_1243,True
medical,gpt_4o,4,medqa_2858,False
medical,gpt_4o,4,medqa_1996,False
medical,gpt_4o,4,medqa_3103,False
medical,gpt_4o,4,medqa_4138,True
medical,gpt_4o,4,medqa_4532,False
medical,gpt_4o,4,medqa_2237,False
medical,gpt_4o,4,medqa_2548,False
medical,gpt_4o,4,medqa_3539,False
medical,gpt_4o,4,medqa_517,False
medical,gpt_4o,4,medqa_3983,False
medical,gpt_4o,4,medqa_4889,True
medical,gpt_4o,4,medqa_4559,True
medical,gpt_4o,4,medqa_1095,True
medical,gpt_4o,4,medqa_245,True
medical,gpt_4o,4,medqa_2884,False
medical,gpt_4o,4,medqa_3198,False
medical,gpt_4o,4,medqa_2270,False
medical,gpt_4o,4,medqa_1174,True
medical,gpt_4o,4,medqa_2988,False
medical,gpt_4o,4,medqa_2665,False
medical,gpt_4o,4,medqa_3757,False
medical,gpt_4o,4,medqa_4696,False
medical,gpt_4o,4,medqa_1064,False
medical,gpt_4o,4,medqa_1381,False
medical,gpt_4o,4,medqa_3914,False
medical,gpt_4o,4,medqa_2902,True
medical,gpt_4o,4,medqa_292,False
medical,gpt_4o,4,medqa_3648,False
medical,gpt_4o,4,medqa_4287,False
medical,gpt_4o,4,medqa_3574,False
medical,gpt_4o,4,medqa_3546,True
medical,gpt_4o,4,medqa_143,True
medical,gpt_4o,4,medqa_1227,False
medical,gpt_4o,4,medqa_1075,False
medical,gpt_4o,4,medqa_4269,False
medical,gpt_4o,4,medqa_1267,False
medical,gpt_4o,4,medqa_1726,False
medical,gpt_4o,4,medqa_3302,True
medical,gpt_4o,4,medqa_930,False
medical,gpt_4o,4,medqa_81,False
medical,gpt_4o,4,medqa_814,False
medical,gpt_4o,4,medqa_405,False
medical,gpt_4o,4,medqa_1524,False
medical,gpt_4o,4,medqa_3631,False
medical,gpt_4o,4,medqa_2187,False
medical,gpt_4o,4,medqa_1846,False
medical,gpt_4o,4,medqa_107,True
medical,gpt_4o,4,medqa_1938,True
medical,gpt_4o,4,medqa_1013,False
medical,gpt_4o,4,medqa_1111,True
medical,gpt_4o,4,medqa_663,False
medical,gpt_4o,4,medqa_2534,False
medical,gpt_4o,4,medqa_1736,False
medical,gpt_4o,4,medqa_1544,False
medical,gpt_4o,4,medqa_3725,False
medical,gpt_4o,4,medqa_2093,False
medical,gpt_4o,4,medqa_2449,True
medical,gpt_4o,4,medqa_4800,True
medical,gpt_4o,4,medqa_2673,False
medical,gpt_4o,4,medqa_1448,True
medical,gpt_4o,4,medqa_276,False
medical,gpt_4o,4,medqa_2719,True
medical,gpt_4o,4,medqa_4108,False
medical,gpt_4o,4,medqa_948,False
medical,gpt_4o,4,medqa_1130,False
medical,gpt_4o,4,medqa_4558,True
medical,gpt_4o,4,medqa_938,False
medical,gpt_4o,4,medqa_902,False
medical,gpt_4o,4,medqa_1063,False
medical,gpt_4o,4,medqa_2854,False
medical,gpt_4o,4,medqa_491,False
medical,gpt_4o,4,medqa_2058,False
medical,gpt_4o,4,medqa_1813,False
medical,gpt_4o,4,medqa_3820,False
medical,gpt_4o,4,medqa_2498,True
medical,gpt_4o,4,medqa_3249,True
medical,gpt_4o,4,medqa_3562,False
medical,gpt_4o,4,medqa_1520,False
medical,gpt_4o,4,medqa_1147,True
medical,gpt_4o,4,medqa_1176,True
medical,gpt_4o,4,medqa_4533,True
medical,gpt_4o,4,medqa_1205,False
medical,gpt_4o,4,medqa_2354,True
medical,gpt_4o,4,medqa_2042,False
medical,gpt_4o,4,medqa_4221,True
medical,gpt_4o,4,medqa_2767,False
medical,gpt_4o,4,medqa_1446,False
medical,gpt_4o,4,medqa_1567,True
medical,gpt_4o,4,medqa_3057,False
medical,gpt_4o,4,medqa_296,False
medical,gpt_4o,4,medqa_2559,True
medical,gpt_4o,4,medqa_3622,True
medical,gpt_4o,4,medqa_321,False
medical,gpt_4o,4,medqa_3066,False
medical,gpt_4o,4,medqa_909,True
medical,gpt_4o,4,medqa_979,True
medical,gpt_4o,4,medqa_4752,False
medical,gpt_4o,4,medqa_3923,False
medical,gpt_4o,4,medqa_3326,False
medical,gpt_4o,4,medqa_2715,True
medical,gpt_4o,4,medqa_862,False
medical,gpt_4o,4,medqa_1392,False
medical,gpt_4o,4,medqa_1887,False
medical,gpt_4o,4,medqa_3315,False
medical,gpt_4o,4,medqa_4334,True
medical,gpt_4o,4,medqa_1400,False
medical,gpt_4o,4,medqa_2288,True
medical,gpt_4o,4,medqa_355,False
medical,gpt_4o,4,medqa_2060,False
medical,gpt_4o,4,medqa_4597,False
medical,gpt_4o,4,medqa_1481,True
medical,gpt_4o,4,medqa_1425,False
medical,gpt_4o,4,medqa_311,False
medical,gpt_4o,4,medqa_4601,False
medical,gpt_4o,4,medqa_1422,False
medical,gpt_4o,4,medqa_4305,False
medical,gpt_4o,4,medqa_3722,True
medical,gpt_4o,4,medqa_4111,True
medical,gpt_4o,4,medqa_4647,False
medical,gpt_4o,4,medqa_4047,False
medical,gpt_4o,4,medqa_1,False
medical,gpt_4o,4,medqa_748,True
medical,gpt_4o,4,medqa_4688,False
medical,gpt_4o,4,medqa_2017,True
medical,gpt_4o,4,medqa_3086,True
medical,gpt_4o,4,medqa_3549,True
medical,gpt_4o,4,medqa_62,True
medical,gpt_4o,4,medqa_2509,False
medical,gpt_4o,4,medqa_2637,False
medical,gpt_4o,4,medqa_996,False
medical,gpt_4o,4,medqa_369,False
medical,gpt_4o,4,medqa_4671,False
medical,gpt_4o,4,medqa_2306,False
medical,gpt_4o,4,medqa_3709,False
medical,gpt_4o,4,medqa_4572,False
medical,gpt_4o,4,medqa_3660,False
medical,gpt_4o,4,medqa_2214,True
medical,gpt_4o,4,medqa_3084,False
medical,gpt_4o,4,medqa_1022,False
medical,gpt_4o,4,medqa_4034,False
medical,gpt_4o,4,medqa_4190,False
medical,gpt_4o,4,medqa_2405,False
medical,gpt_4o,4,medqa_1884,False
medical,gpt_4o,4,medqa_1879,False
medical,gpt_4o,4,medqa_412,False
medical,gpt_4o,4,medqa_3093,False
medical,gpt_4o,4,medqa_2073,False
medical,gpt_4o,4,medqa_4289,False
medical,gpt_4o,4,medqa_3522,False
medical,gpt_4o,4,medqa_1391,False
medical,gpt_4o,4,medqa_1689,True
medical,gpt_4o,4,medqa_4888,False
medical,gpt_4o,4,medqa_4102,False
medical,gpt_4o,4,medqa_971,False
medical,gpt_4o,4,medqa_2603,False
medical,gpt_4o,4,medqa_2741,False
medical,gpt_4o,4,medqa_1612,True
medical,gpt_4o,4,medqa_4107,False
medical,gpt_4o,4,medqa_1076,False
medical,gpt_4o,4,medqa_4399,False
medical,gpt_4o,4,medqa_2991,False
medical,gpt_4o,4,medqa_493,True
medical,gpt_4o,4,medqa_2153,False
medical,gpt_4o,4,medqa_1634,False
medical,gpt_4o,4,medqa_1125,False
medical,gpt_4o,4,medqa_2468,False
medical,gpt_4o,4,medqa_4215,False
medical,gpt_4o,4,medqa_766,False
medical,gpt_4o,4,medqa_1165,False
medical,gpt_4o,4,medqa_4202,False
medical,gpt_4o,4,medqa_1959,False
medical,gpt_4o,4,medqa_2365,False
medical,gpt_4o,4,medqa_3809,False
medical,gpt_4o,4,medqa_1024,False
medical,gpt_4o,4,medqa_716,False
medical,gpt_4o,4,medqa_2439,True
medical,gpt_4o,4,medqa_3400,False
medical,gpt_4o,4,medqa_3339,False
medical,gpt_4o,4,medqa_1654,False
medical,gpt_4o,4,medqa_1733,True
medical,gpt_4o,4,medqa_1716,False
medical,gpt_4o,4,medqa_4993,False
medical,gpt_4o,4,medqa_4273,True
medical,gpt_4o,4,medqa_173,False
medical,gpt_4o,4,medqa_48,False
medical,gpt_4o,4,medqa_3984,False
medical,gpt_4o,4,medqa_147,False
medical,gpt_4o,4,medqa_4689,False
medical,gpt_4o,4,medqa_4332,False
medical,gpt_4o,4,medqa_476,False
medical,gpt_4o,4,medqa_1554,False
medical,gpt_4o,4,medqa_3829,False
medical,gpt_4o,4,medqa_2246,False
medical,gpt_4o,4,medqa_991,False
medical,gpt_4o,4,medqa_4357,True
medical,gpt_4o,4,medqa_3701,False
medical,gpt_4o,4,medqa_4911,False
medical,gpt_4o,4,medqa_2511,False
medical,gpt_4o,4,medqa_1292,True
medical,gpt_4o,4,medqa_3070,False
medical,gpt_4o,4,medqa_1458,False
medical,gpt_4o,4,medqa_2176,False
medical,gpt_4o,4,medqa_952,False
medical,gpt_4o,4,medqa_3573,False
medical,gpt_4o,4,medqa_1857,False
medical,gpt_4o,4,medqa_1630,False
medical,gpt_4o,4,medqa_1593,True
medical,gpt_4o,4,medqa_3556,False
medical,gpt_4o,4,medqa_2122,False
medical,gpt_4o,4,medqa_2283,False
medical,gpt_4o,4,medqa_2583,True
medical,gpt_4o,4,medqa_3509,True
medical,gpt_4o,4,medqa_1574,False
medical,gpt_4o,4,medqa_4199,True
medical,gpt_4o,4,medqa_3379,False
medical,gpt_4o,4,medqa_4387,False
medical,gpt_4o,4,medqa_4151,False
medical,gpt_4o,4,medqa_3894,False
medical,gpt_4o,4,medqa_3158,False
medical,gpt_4o,4,medqa_1742,False
medical,gpt_4o,4,medqa_1386,True
medical,gpt_4o,4,medqa_3505,False
medical,gpt_4o,4,medqa_658,False
medical,gpt_4o,4,medqa_744,True
medical,gpt_4o,4,medqa_262,False
medical,gpt_4o,4,medqa_4175,False
medical,gpt_4o,4,medqa_4278,False
medical,gpt_4o,4,medqa_1682,False
medical,gpt_4o,4,medqa_4014,True
medical,gpt_4o,4,medqa_3381,False
medical,gpt_4o,4,medqa_22,False
medical,gpt_4o,4,medqa_29,False
medical,gpt_4o,4,medqa_3313,False
medical,gpt_4o,4,medqa_2579,True
medical,gpt_4o,4,medqa_4060,False
medical,gpt_4o,4,medqa_2367,True
medical,gpt_4o,4,medqa_1517,False
medical,gpt_4o,4,medqa_2590,False
medical,gpt_4o,4,medqa_4907,False
medical,gpt_4o,4,medqa_584,False
medical,gpt_4o,4,medqa_4669,True
medical,gpt_4o,4,medqa_3104,True
medical,gpt_4o,4,medqa_2112,False
medical,gpt_4o,4,medqa_1518,False
medical,gpt_4o,4,medqa_4542,True
medical,gpt_4o,4,medqa_4655,False
medical,gpt_4o,4,medqa_235,True
medical,gpt_4o,4,medqa_2456,False
medical,gpt_4o,4,medqa_2134,True
medical,gpt_4o,4,medqa_1042,False
medical,gpt_4o,4,medqa_941,True
medical,gpt_4o,4,medqa_1674,False
medical,gpt_4o,4,medqa_3151,False
medical,gpt_4o,4,medqa_444,True
medical,gpt_4o,4,medqa_4,False
medical,gpt_4o,4,medqa_2781,False
medical,gpt_4o,4,medqa_774,False
medical,gpt_4o,4,medqa_1435,True
medical,gpt_4o,4,medqa_2290,False
medical,gpt_4o,4,medqa_4442,True
medical,gpt_4o,4,medqa_4172,True
medical,gpt_4o,4,medqa_2660,False
medical,gpt_4o,4,medqa_4137,False
medical,gpt_4o,4,medqa_2208,True
medical,gpt_4o,4,medqa_3035,False
medical,gpt_4o,4,medqa_67,False
medical,gpt_4o,4,medqa_4267,False
medical,gpt_4o,4,medqa_327,False
medical,gpt_4o,4,medqa_481,False
medical,gpt_4o,4,medqa_343,True
medical,gpt_4o,4,medqa_3735,True
medical,gpt_4o,4,medqa_4417,False
medical,gpt_4o,4,medqa_1561,True
medical,gpt_4o,4,medqa_1038,False
medical,gpt_4o,4,medqa_4876,False
medical,gpt_4o,4,medqa_3890,False
medical,gpt_4o,4,medqa_2272,True
medical,gpt_4o,4,medqa_3079,False
medical,gpt_4o,4,medqa_2518,False
medical,gpt_4o,4,medqa_2479,False
medical,gpt_4o,4,medqa_3031,True
medical,gpt_4o,4,medqa_1083,False
medical,gpt_4o,4,medqa_2968,False
medical,gpt_4o,4,medqa_1829,False
medical,gpt_4o,4,medqa_3115,False
medical,gpt_4o,4,medqa_3000,False
medical,gpt_4o,4,medqa_4464,False
medical,gpt_4o,4,medqa_3481,True
medical,gpt_4o,4,medqa_1516,False
medical,gpt_4o,4,medqa_4220,False
medical,gpt_4o,4,medqa_1578,False
medical,gpt_4o,4,medqa_2450,True
medical,gpt_4o,4,medqa_4507,False
medical,gpt_4o,4,medqa_3032,False
medical,gpt_4o,4,medqa_533,True
medical,gpt_4o,4,medqa_1497,False
medical,gpt_4o,4,medqa_3875,False
medical,gpt_4o,4,medqa_2255,False
medical,gpt_4o,4,medqa_3406,True
medical,gpt_4o,4,medqa_4543,False
medical,gpt_4o,4,medqa_686,False
medical,gpt_4o,4,medqa_400,True
medical,gpt_4o,4,medqa_137,False
medical,gpt_4o,4,medqa_3908,False
medical,gpt_4o,4,medqa_878,False
medical,gpt_4o,4,medqa_1931,False
medical,gpt_4o,4,medqa_4967,False
medical,gpt_4o,4,medqa_1673,False
medical,gpt_4o,4,medqa_3399,False
medical,gpt_4o,4,medqa_177,True
medical,gpt_4o,4,medqa_1549,True
medical,gpt_4o,4,medqa_3028,True
medical,gpt_4o,4,medqa_828,True
medical,gpt_4o,4,medqa_3554,False
medical,gpt_4o,4,medqa_1798,True
medical,gpt_4o,4,medqa_633,False
medical,gpt_4o,4,medqa_4728,False
medical,gpt_4o,4,medqa_3930,False
medical,gpt_4o,4,medqa_717,False
medical,gpt_4o,4,medqa_797,False
medical,gpt_4o,4,medqa_2024,False
medical,gpt_4o,4,medqa_4456,False
medical,gpt_4o,4,medqa_3933,False
medical,gpt_4o,4,medqa_1976,False
medical,gpt_4o,4,medqa_662,False
medical,gpt_4o,4,medqa_3322,False
medical,gpt_4o,4,medqa_4447,False
medical,gpt_4o,4,medqa_3899,False
medical,gpt_4o,4,medqa_4231,False
medical,gpt_4o,4,medqa_4121,False
medical,gpt_4o,4,medqa_4652,False
medical,gpt_4o,4,medqa_361,False
medical,gpt_4o,4,medqa_1640,True
medical,gpt_4o,4,medqa_2091,True
medical,gpt_4o,4,medqa_4491,True
medical,gpt_4o,4,medqa_4088,False
medical,gpt_4o,4,medqa_2974,False
medical,gpt_4o,4,medqa_732,True
medical,gpt_4o,4,medqa_1256,True
medical,gpt_4o,4,medqa_2359,False
medical,gpt_4o,4,medqa_3940,True
medical,gpt_4o,4,medqa_3021,False
medical,gpt_4o,4,medqa_4208,False
medical,gpt_4o,4,medqa_1293,False
medical,gpt_4o,4,medqa_281,False
medical,gpt_4o,4,medqa_4458,False
medical,gpt_4o,4,medqa_939,False
medical,gpt_4o,4,medqa_1981,False
medical,gpt_4o,4,medqa_4987,False
medical,gpt_4o,4,medqa_4116,True
medical,gpt_4o,4,medqa_898,False
medical,gpt_4o,4,medqa_2383,True
medical,gpt_4o,4,medqa_1972,False
medical,gpt_4o,4,medqa_1327,False
medical,gpt_4o,4,medqa_4673,False
medical,gpt_4o,4,medqa_3999,False
medical,gpt_4o,4,medqa_3958,False
medical,gpt_4o,4,medqa_1498,True
medical,gpt_4o,4,medqa_1057,False
medical,gpt_4o,4,medqa_1862,True
medical,gpt_4o,4,medqa_615,True
medical,gpt_4o,4,medqa_3811,False
medical,gpt_4o,4,medqa_315,False
medical,gpt_4o,4,medqa_3239,False
medical,gpt_4o,4,medqa_3585,False
medical,gpt_4o,4,medqa_4574,False
medical,gpt_4o,4,medqa_569,False
medical,gpt_4o,4,medqa_2090,True
medical,gpt_4o,4,medqa_165,True
medical,gpt_4o,4,medqa_2894,False
medical,gpt_4o,4,medqa_871,False
medical,gpt_4o,4,medqa_2344,False
medical,gpt_4o,4,medqa_2105,True
medical,gpt_4o,4,medqa_2587,False
medical,gpt_4o,4,medqa_2515,False
medical,gpt_4o,4,medqa_229,False
medical,gpt_4o,4,medqa_3464,True
medical,gpt_4o,4,medqa_2454,False
medical,gpt_4o,4,medqa_2135,False
medical,gpt_4o,4,medqa_4501,False
medical,gpt_4o,4,medqa_3471,False
medical,gpt_4o,4,medqa_3874,False
medical,gpt_4o,4,medqa_2308,False
medical,gpt_4o,4,medqa_2416,False
medical,gpt_4o,4,medqa_2864,False
medical,gpt_4o,4,medqa_1933,False
medical,gpt_4o,4,medqa_574,True
medical,gpt_4o,4,medqa_2768,False
medical,gpt_4o,4,medqa_308,False
medical,gpt_4o,4,medqa_2835,False
medical,gpt_4o,4,medqa_4001,False
medical,gpt_4o,4,medqa_3905,False
medical,gpt_4o,4,medqa_160,True
medical,gpt_4o,4,medqa_1496,True
medical,gpt_4o,4,medqa_4568,True
medical,gpt_4o,4,medqa_3290,False
medical,gpt_4o,4,medqa_2965,True
medical,gpt_4o,4,medqa_2052,False
medical,gpt_4o,4,medqa_3236,True
medical,gpt_4o,4,medqa_43,False
medical,gpt_4o,4,medqa_1607,False
medical,gpt_4o,4,medqa_1352,False
medical,gpt_4o,4,medqa_4654,False
medical,gpt_4o,4,medqa_3639,False
medical,gpt_4o,4,medqa_2973,False
medical,gpt_4o,4,medqa_2704,False
medical,gpt_4o,4,medqa_3491,False
medical,gpt_4o,4,medqa_3095,False
medical,gpt_4o,4,medqa_2107,False
medical,gpt_4o,4,medqa_3616,False
medical,gpt_4o,4,medqa_681,True
medical,gpt_4o,4,medqa_4754,False
medical,gpt_4o,4,medqa_887,False
medical,gpt_4o,4,medqa_3473,True
medical,gpt_4o,4,medqa_3188,False
medical,gpt_4o,4,medqa_175,False
medical,gpt_4o,4,medqa_176,False
medical,gpt_4o,4,medqa_2206,False
medical,gpt_4o,4,medqa_4089,False
medical,gpt_4o,4,medqa_150,False
medical,gpt_4o,4,medqa_601,False
medical,gpt_4o,4,medqa_91,False
medical,gpt_4o,4,medqa_3085,False
medical,gpt_4o,4,medqa_2956,True
medical,gpt_4o,4,medqa_3618,False
medical,gpt_4o,4,medqa_1962,False
medical,gpt_4o,4,medqa_733,True
medical,gpt_4o,4,medqa_2465,False
medical,gpt_4o,4,medqa_2229,True
medical,gpt_4o,4,medqa_313,False
medical,gpt_4o,4,medqa_4397,True
medical,gpt_4o,4,medqa_896,False
medical,gpt_4o,4,medqa_2890,True
medical,gpt_4o,4,medqa_1903,True
medical,gpt_4o,4,medqa_4026,False
medical,gpt_4o,4,medqa_2407,False
medical,gpt_4o,4,medqa_257,False
medical,gpt_4o,4,medqa_27,True
medical,gpt_4o,4,medqa_1961,False
medical,gpt_4o,4,medqa_678,False
medical,gpt_4o,4,medqa_2121,False
medical,gpt_4o,4,medqa_2689,False
medical,gpt_4o,4,medqa_1490,False
medical,gpt_4o,4,medqa_2895,True
medical,gpt_4o,4,medqa_1445,False
medical,gpt_4o,4,medqa_2226,True
medical,gpt_4o,4,medqa_949,True
medical,gpt_4o,4,medqa_866,True
medical,gpt_4o,4,medqa_1541,False
medical,gpt_4o,4,medqa_1923,True
medical,gpt_4o,4,medqa_3988,True
medical,gpt_4o,4,medqa_1030,False
medical,gpt_4o,4,medqa_2703,False
medical,gpt_4o,4,medqa_422,False
medical,gpt_4o,4,medqa_4510,False
medical,gpt_4o,4,medqa_4826,True
medical,gpt_4o,4,medqa_679,False
medical,gpt_4o,4,medqa_660,False
medical,gpt_4o,4,medqa_2055,False
